prefab	name	family	player_item	tier	biome	source	station	station_level	ingredients	ingredient_types	ingredient_units	drop_rate	boss_gated	limited	trader_price	rarity	complexity	anchor	proposed_value	confidence	wiki_page	exclude_reason	note
HelmetMage_Ashlands	Hood of Embla	armor	true	7	Ashlands	craft	Galdr table	2	Linen thread x16, Refined eitr x15, Asksvin hide x2	3	33	na	false	false	0	2	4		145	high	Embla Set		Ashlands Galdr table, 15x Refined eitr
CapeTest	CAPE TEST	armor	false	0	Any	dev		0	n/a	0	0	na	false	false	0	0	0		0	high	CAPE TEST	test asset	Console-only test item
Charred_Breastplate	Charred_Breastplate	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
Charred_Helmet	Charred_Helmet	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
Charred_HipCloth	Charred_HipCloth	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
Charred_MageCloths	Charred_MageCloths	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
DvergerHairFemale	DvergerHairFemale	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only wear	monster-only wear
DvergerHairFemale_Redhair	DvergerHairFemale_Redhair	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only wear	monster-only wear
DvergerHairMale	DvergerHairMale	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only wear	monster-only wear
DvergerHairMale_Redbeard	DvergerHairMale_Redbeard	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only wear	monster-only wear
DvergerSuitArbalest	DvergerSuitArbalest	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
DvergerSuitArbalest_Ashlands	DvergerSuitArbalest_Ashlands	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
DvergerSuitFire	DvergerSuitFire	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
DvergerSuitIce	DvergerSuitIce	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
DvergerSuitSupport	DvergerSuitSupport	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
GoblinArmband	GoblinArmband	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
GoblinBrute_ArmGuard	GoblinBrute_ArmGuard	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
GoblinBrute_Backbones	GoblinBrute_Backbones	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
GoblinBrute_ExecutionerCap	GoblinBrute_ExecutionerCap	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
GoblinBrute_HipCloth	GoblinBrute_HipCloth	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
GoblinBrute_ShoulderGuard	GoblinBrute_ShoulderGuard	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
GoblinHelmet	GoblinHelmet	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
GoblinLegband	GoblinLegband	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
GoblinLoin	GoblinLoin	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
GoblinShaman_Headdress_antlers	GoblinShaman_Headdress_antlers	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
GoblinShaman_Headdress_feathers	GoblinShaman_Headdress_feathers	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
GoblinShoulders	GoblinShoulders	armor	false	0	Any	dev		0		0	0	na	false	false	0	0	0		0	high	none	monster-only armor	monster-only armor
StoneGolem_clubs	Stone Golem Club	armor	false	4	Mountains	drop		0		0	0	na	true	false	0	0	0		0	high	Stone Golem	monster-only weapon	Monster equipment, not obtainable by players
StoneGolem_hat	Stone Golem Hat	armor	false	4	Mountains	drop		0		0	0	na	true	false	0	0	0		0	high	Stone Golem	monster-only wear	Monster equipment, not obtainable by players
ArrowFlint	Flinthead arrow	gear	true	0	Meadows	craft	Workbench	2		0	0	na	false	false	0	1	1		4	high	ArrowFlint		
ArrowWood	Wood arrow	gear	true	0	Meadows	craft	Workbench	1		0	0	na	false	false	0	1	1		2	high	ArrowWood		
Bell	Bell	gear	true	0	Meadows	gather		0		0	0	na	false	false	0	1	1		2	high	Bell		
Fish1	Fish	gear	true	0	Ocean	fish		0		0	0	na	false	false	0	1	1		2	high	Fish1		
Fish10	Fish	gear	true	0	Ocean	fish		0		0	0	na	false	false	0	1	1		2	high	Fish10		
Fish11	Fish	gear	true	0	Ocean	fish		0		0	0	na	false	false	0	1	1		2	high	Fish11		
Fish12	Fish	gear	true	0	Ocean	fish		0		0	0	na	false	false	0	1	1		2	high	Fish12		
Fish2	Fish	gear	true	0	Ocean	fish		0		0	0	na	false	false	0	1	1		2	high	Fish2		
Fish3	Fish	gear	true	0	Ocean	fish		0		0	0	na	false	false	0	1	1		2	high	Fish3		
Fish5	Fish	gear	true	0	Ocean	fish		0		0	0	na	false	false	0	1	1		2	high	Fish5		
Fish6	Fish	gear	true	0	Ocean	fish		0		0	0	na	false	false	0	1	1		2	high	Fish6		
Fish7	Fish	gear	true	0	Ocean	fish		0		0	0	na	false	false	0	1	1		2	high	Fish7		
Fish8	Fish	gear	true	0	Ocean	fish		0		0	0	na	false	false	0	1	1		2	high	Fish8		
Fish9	Fish	gear	true	0	Ocean	fish		0		0	0	na	false	false	0	1	1		2	high	Fish9		
FishingBait	Fishing bait	gear	true	0		craft		0		0	0	na	false	false	0	1	1		2	high	FishingBait		
Torch	Torch	gear	true	0	Meadows	craft		0	Wood x1, Resin x1	2	2	na	false	false	0	1	2		6	high	Torch		Light source and weapon; craftable from start without station
TurretBoltBone	Bone missile	gear	true	0	Meadows	craft	Artisan table	1	Wood x10, Bone fragments x1	2	11	na	false	false	0	1	2		8	low	none		Ballista ammunition variant; inferred from pattern
Feaster	Feaster	gear	true	0	Meadows	craft		0		0	0	na	false	false	0	2	2		24	high	Feaster		
Hammer	Hammer	gear	true	0	Meadows	craft		0	Wood x3, Stone x2	2	5	na	false	false	0	2	2		8	high	Hammer		Building tool, craftable from start without station
Hoe	Hoe	gear	true	0	Meadows	craft	Workbench	1	Wood x5, Stone x2	2	7	na	false	false	0	2	2		8	high	Hoe		Farming tool, craftable at workbench
BarrelRings	Barrel rings	gear	true	1	Meadows	gather		0		0	0	na	false	false	0	1	1		2	high	BarrelRings		
BoltBone	Bone bolt	gear	true	1	Meadows	craft	Black forge	1		0	0	na	false	false	0	1	1		4	high	BoltBone		
ChickenEgg	Chicken egg	gear	true	1	Meadows	gather		0		0	0	na	false	false	1500	2	1		2	high	ChickenEgg		
CryptKey	Crypt key	gear	true	1	Meadows	gather		0		0	0	na	false	true	0	2	1		4	high	CryptKey		
Sparkler	Sparkler	gear	true	1	Meadows	trader		0		0	0	na	false	false	150	2	1		30	high	Sparkler		Purchased from Hildir for 150 coins; decorative torch
AncientSeed	Ancient seed	gear	true	1	Meadows	drop		0		0	0	na	true	false	0	3	1		12	high	AncientSeed		
chest_hildir1	Hildir chest 1	gear	true	1	Meadows	trader		0		0	0	na	false	true	150	3	1		36	high	chest_hildir1		
Cultivator	Cultivator	gear	true	1	Meadows	craft	Forge	1		0	0	na	false	false	0	2	2		24	high	Cultivator		
Fish4_cave	Fish	gear	true	2	Black Forest	fish		0		0	0	na	false	false	0	2	1		4	high	Fish4_cave		
FishingBaitCave	Fishing bait cave	gear	true	2	Black Forest	gather		0		0	0	na	false	false	0	2	1		4	high	FishingBaitCave		
FishingBaitForest	Fishing bait forest	gear	true	2	Black Forest	gather		0		0	0	na	false	false	0	2	1		4	high	FishingBaitForest		
TurretBoltWood	Wooden missile	gear	true	2	Black Forest	craft	Artisan table	1	Corewood x5, Feathers x2	2	7	na	false	false	0	1	2		12	high	Wooden Missile		Ballista ammunition; craftable at Artisan table in stacks of 20
ArrowBronze	Bronzehead arrow	gear	true	2	Black Forest	craft	Forge	1		0	0	na	false	false	0	2	2		8	high	ArrowBronze		
HildirKey_forestcrypt	Smouldering Tombs key	gear	true	2	Black Forest	quest		0		0	0	na	false	false	0	3	1		25	medium	Hildir		Quest item from Hildir; unlocks Smouldering Tombs dungeon in Black Forest
TrinketBronzeHealth	Heart of the Forest	gear	true	2	Black Forest	craft	Forge	1	Bronze x5, Ancient seed x5, Greydwarf Shaman trophy x1	3	11	na	false	false	0	2	3		30	high	Heart of the Forest		Black Forest-tier trinket; first available trinket in game
TrinketBronzeStamina	Bronze Pendant	gear	true	2	Black Forest	craft	Forge	1	Bronze x5, Bear trophy x1, Ruby x3	3	9	na	false	false	0	2	3		30	high	Bronze Pendant		Black Forest-tier trinket
ArrowIron	Ironhead arrow	gear	true	3	Swamp	craft	Forge	2		0	0	na	false	false	0	2	2	2	8	high	ArrowIron		
BoltIron	Iron bolt	gear	true	3	Swamp	craft	Black forge	1		0	0	na	false	false	0	2	2	3	8	high	BoltIron		
FishingBaitOcean	Fishing bait ocean	gear	true	3	Ocean	gather		0		0	0	na	false	false	0	1	1		2	high	FishingBaitOcean		
chest_hildir2	Hildir chest 2	gear	true	3	Swamp	trader		0		0	0	na	false	true	300	3	1		72	high	chest_hildir2		
ArrowFire	Fire arrow	gear	true	3	Swamp	craft	Workbench	2		0	0	na	false	false	0	2	2		12	high	ArrowFire		
ArrowPoison	Poison arrow	gear	true	3	Swamp	craft	Workbench	3		0	0	na	false	false	0	2	2		8	high	ArrowPoison		
FishingBaitSwamp	Fishing bait	gear	true	3	Swamp	craft	Food preparation table	1	Fishing bait x20, Abomination trophy x1	1	5	na	false	false	0	2	2		8	medium	Fishing		Purchased from Haldor for 10 coins per unit; specialized bait for Swamp fishing
TrinketChitinSwim	Fins of Destiny	gear	true	3	Ocean	craft	Forge	1	Chitin x5, Serpent scale x5, Serpent trophy x1	3	11	na	true	false	0	2	3		50	high	Fins of Destiny		Ocean-tier trinket; requires Serpent trophy
TrinketIronHealth	Iron Brooch	gear	true	3	Swamp	craft	Forge	1	Iron x5, Ancient bark x5, Leech trophy x1	3	11	na	false	false	0	2	3		50	high	Iron Brooch		Swamp-tier trinket
TrinketIronStamina	Nimble Anklet	gear	true	3	Swamp	craft	Forge	1	Iron x5, Withered bone x5, Surtling trophy x1	3	11	na	false	false	0	2	3		50	high	Nimble Anklet		Swamp-tier trinket
Wishbone	Wishbone	gear	true	3	Swamp	boss_drop		0		0	0	na	true	false	0	5	1		200	high	Wishbone		Boss drop from Bonemass; essential for finding secrets and treasure
ArrowFrost	Frosthead arrow	gear	true	4	Mountains	craft	Workbench	4		0	0	na	false	false	0	2	2	3	12	high	ArrowFrost		
HildirKey_mountaincave	Howling Caverns key	gear	true	4	Mountains	quest		0		0	0	na	false	false	0	3	1		40	medium	Hildir		Quest item from Hildir; unlocks Howling Caverns dungeon in Mountains
ScytheHandle	Scythe handle	gear	true	4	Mountains	trader		0		0	0	na	true	false	200	3	1		50	high	Scythe Handle		Purchased from Bog Witch for 200 coins (requires Moder defeat); used to craft Scythe
ArrowNeedle	Needle arrow	gear	true	4	Mountains	craft	Workbench	4		0	0	na	false	false	0	2	2		12	high	ArrowNeedle		
ArrowSilver	Silverhead arrow	gear	true	4	Mountains	craft	Forge	3		0	0	na	false	false	0	3	2		32	high	ArrowSilver		
DragonEgg	Dragon egg	gear	true	4	Mountains	drop		0		0	0	na	true	true	0	4	1		120	high	DragonEgg		
DragonTear	Dragon tear	gear	true	4	Mountains	boss_drop		0		0	0	na	true	false	0	4	1		120	high	DragonTear		
TrinketSilverDamage	Wolf Sight	gear	true	4	Mountains	craft	Forge	1	Silver x5, Wolf fang x5, Fenring trophy x1	3	11	na	false	false	0	2	3		60	high	Wolf Sight		Mountain-tier trinket
TrinketSilverResist	Crystal Heart	gear	true	4	Mountains	craft	Forge	1	Silver x5, Crystal x5, Stone Golem trophy x1	3	11	na	false	false	0	2	3		60	high	Crystal Heart		Mountain-tier trinket
BeltStrength	Megingjord	gear	true	4	Mountains	trader		0		0	0	na	true	true	950	5	1		800	high	BeltStrength		
TurretBolt	Black metal missile	gear	true	5	Plains	craft	Artisan table	1	Wood x10, Black metal x1	2	11	na	false	false	0	1	2		15	high	Black Metal Missile		Ballista ammunition; craftable at Artisan table in stacks of 20
BarberKit	Barber kit	gear	true	5	Plains	trader		0		0	0	na	false	false	600	3	1		20	high	BarberKit		
chest_hildir3	Hildir chest 3	gear	true	5	Plains	trader		0		0	0	na	false	true	450	3	1		108	high	chest_hildir3		
GoblinTotem	Fuling totem	gear	true	5	Plains	gather		0		0	0	uncommon	false	false	0	3	1		60	high	Fuling totem		50% in Fuling villages, 10% drop from Fuling Berserker, 2.8% from chests; 5 needed to summon Yagluth
HildirKey_plainsfortress	Sealed Tower key	gear	true	5	Plains	quest		0		0	0	na	false	false	0	3	1		50	medium	Hildir		Quest item from Hildir; unlocks Sealed Tower dungeon in Plains
ArrowCharred	Charred arrow	gear	true	5	Plains	craft	Black forge	1		0	0	na	false	false	0	2	2		12	high	ArrowCharred		
ArrowObsidian	Obsidian arrow	gear	true	5	Plains	craft	Workbench	3		0	0	na	false	false	0	2	2		12	high	ArrowObsidian		
BarleyFlour	Barley flour	gear	true	5	Plains	cook		0		0	0	na	false	false	0	2	2		8	high	BarleyFlour		
BoltBlackmetal	Black metal bolt	gear	true	5	Plains	craft	Black forge	2		0	0	na	false	false	0	2	2		20	high	BoltBlackmetal		
BoltCharred	Charred bolt	gear	true	5	Plains	craft	Black forge	1		0	0	na	false	false	0	2	2		16	high	BoltCharred		
FishingBaitPlains	Fishing bait	gear	true	5	Plains	craft	Food preparation table	1	Fishing bait x20, Fuling trophy x1	1	5	na	false	false	0	2	2		8	medium	Fishing		Purchased from Haldor for 10 coins per unit; specialized bait for Plains fishing
SaddleLox	Lox Saddle	gear	true	5	Plains	craft	Workbench	1	Leather scraps x10, Linen thread x20, Black metal x15	3	45	na	false	false	0	2	3		75	high	Lox Saddle		Mount equipment for Lox; requires Black metal and Linen thread
TrinketBlackDamageHealth	Bracelets of the Brave	gear	true	5	Plains	craft	Forge	1	Black metal x5, Lox pelt x5, Lox trophy x1	3	11	na	true	false	0	2	3		75	high	Bracelets of the Brave		Plains-tier trinket; requires Lox trophy (need to defeat Lox)
TrinketBlackStamina	Evasion Mantle	gear	true	5	Plains	craft	Forge	1	Black metal x5, Fuling berserker trophy x1, Linen thread x10	3	16	na	true	false	0	2	3		75	high	Evasion Mantle		Plains-tier trinket; requires Fuling Berserker trophy
YagluthDrop	Torn spirit	gear	true	5	Plains	boss_drop		0		0	0	na	true	false	0	5	1		150	high	Torn Spirit		Boss drop from Yagluth (3 dropped); used in building
DvergrKey	Dverger key	gear	true	6	Mistlands	gather		0		0	0	na	false	true	0	2	1		12	high	DvergrKey		
FishingBaitMistlands	Fishing bait mistlands	gear	true	6	Mistlands	gather		0		0	0	na	false	false	0	2	1		8	high	FishingBaitMistlands		
DvergerArbalest	Dverger arbalest	gear	true	6	Mistlands	drop		0		0	0	na	false	false	0	3	1		60	high	DvergerArbalest		
DvergerStaffFire	Dverger staff fire	gear	true	6	Mistlands	drop		0		0	0	na	false	false	0	3	1		60	high	DvergerStaffFire		
DvergerStaffHeal	Dverger staff heal	gear	true	6	Mistlands	drop		0		0	0	na	false	false	0	3	1		60	high	DvergerStaffHeal		
DvergerStaffIce	Dverger staff ice	gear	true	6	Mistlands	drop		0		0	0	na	false	false	0	3	1		60	high	DvergerStaffIce		
DvergerStaffSupport	Dverger staff support	gear	true	6	Mistlands	drop		0		0	0	na	false	false	0	3	1		60	high	DvergerStaffSupport		
TorchMist	Mistlands Torch	gear	true	6	Mistlands	craft	Workbench	1	Corewood x1, Sealing Wax x1	2	2	na	false	false	0	2	2		20	low	Torch		Mistlands-tier torch variant
ArrowCarapace	Carapace arrow	gear	true	6	Mistlands	craft	Black forge	1		0	0	na	false	false	0	2	3		18	high	ArrowCarapace		
BoltCarapace	Carapace bolt	gear	true	6	Mistlands	craft	Black forge	1		0	0	na	false	false	0	2	3		24	high	BoltCarapace		
Lantern	Dvergr Lantern	gear	true	6	Mistlands	craft	Black forge	2	Bronze x2, Surtling core x1, Crystal x1	3	4	na	false	false	0	2	3		30	high	Dvergr Lantern		Light source tool; craftable at Black forge in Mistlands
TrinketCarapaceEitr	Pulsating Earrings	gear	true	6	Mistlands	craft	Black forge	2	Carapace x5, Refined eitr x5, Gjall trophy x1	3	11	na	true	false	0	2	4		100	high	Pulsating Earrings		Mistlands-tier trinket; requires Gjall boss trophy and refined eitr
TrinketScaleStaminaDamage	Resounding Shackle	gear	true	6	Mistlands	craft	Black forge	2	Refined eitr x5, Scale hide x5, Mandible x1, Seeker trophy x1	4	12	na	true	false	0	2	4		100	high	Resounding Shackle		Mistlands-tier trinket; requires Seeker trophy and refined eitr
Demister	Demister	gear	true	6	Mistlands	craft	Workbench	1		0	0	na	false	false	0	3	4		120	high	Demister		
FishingBaitAshlands	Fishing bait ashlands	gear	true	7	Ashlands	gather		0		0	0	na	false	false	0	2	1		8	high	FishingBaitAshlands		
VoltureEgg	Volture egg	gear	true	7	Ashlands	gather		0		0	0	common	false	false	0	2	1		25	high	Volture egg		Found in Volture nests in Ashlands; used for cooking
AsksvinEgg	Asksvin egg	gear	true	7	Ashlands	drop		0		0	0	na	false	false	0	3	1		20	high	AsksvinEgg		
TurretBoltFlametal	Flametal missile	gear	true	7	Ashlands	craft	Artisan table	1	Ashwood x10, Flametal x1	2	11	na	false	false	0	2	2		35	high	Flametal Missile		Ballista ammunition; craftable at Artisan table in stacks of 20
SaddleAsksvin	Asksvin Saddle	gear	true	7	Ashlands	craft	Black forge	2	Flametal x6, Linen thread x20, Morgen sinew x4	3	30	na	false	false	0	2	4		120	high	Asksvin Saddle		Mount equipment for Asksvin; requires multiple refined materials
TrinketFlametalEitr	Jörmundling	gear	true	7	Ashlands	craft	Black forge	2	Flametal x5, Refined eitr x5, Bloodstone x1, Fallen Valkyrie trophy x1	4	12	na	true	false	0	2	5		150	high	Jörmundling		Ashlands-tier trinket; requires Fallen Valkyrie trophy and refined materials
TrinketFlametalStaminaHealth	Brimstone	gear	true	7	Ashlands	craft	Black forge	2	Flametal x5, Sulfur x5, Molten core x1, Morgen trophy x1	4	12	na	true	false	0	2	4		140	high	Brimstone		Ashlands-tier trinket; requires Morgen trophy
FishingBaitDeepNorth	Fishing bait deep north	gear	true	8	Deep North	gather		0		0	0	na	false	false	0	2	1		12	high	FishingBaitDeepNorth		
draugr_arrow	Ironhead arrow	gear	false	0		dev		0		0	0	na	false	false	0	1	1		0	high	draugr_arrow	Monster projectile	
GoblinBrute_LegBones	Leg bones	gear	false	0		drop		0		0	0	na	false	false	0	0	0		0	high	none	Monster-only item; not obtainable by players	Goblin Brute monster equipment; cannot be traded meaningfully
GoblinShaman_Staff_Feathers	Club	gear	false	0		drop		0		0	0	na	false	false	0	0	0		0	high	none	Monster-only weapon; not obtainable by players	Goblin Shaman monster weapon; cannot be traded meaningfully
GoblinShaman_Staff_Hildir	Club	gear	false	0		drop		0		0	0	na	false	false	0	0	0		0	high	none	Monster-only weapon; not obtainable by players	Goblin Shaman monster weapon; cannot be traded meaningfully
TrophyNeck	Neck trophy	trophy	true	1	Meadows	drop		0		0	0	rare	false	false	0	4	1	6	8	high	Neck		5% drop from Neck
TrophyBoar	Boar trophy	trophy	true	1	Meadows	drop		0		0	0	uncommon	false	false	0	3	1	8	8	high	Boar		15% drop from Boar
TrophyDeer	Deer trophy	trophy	true	1	Meadows	drop		0		0	0	rare	false	false	0	4	1	8	12	high	Deer		50% drop from Deer
TrophyEikthyr	Eikthyr trophy	trophy	true	1	Meadows	boss_drop		0		0	0	na	true	true	0	5	1		100	high	Eikthyr		Boss trophy, guaranteed drop
TrophyGreydwarf	Greydwarf trophy	trophy	true	2	Black Forest	drop		0		0	0	rare	false	false	0	4	1	8	15	high	Greydwarf		5% drop from Greydwarf
TrophySkeleton	Skeleton trophy	trophy	true	2	Black Forest	drop		0		0	0	uncommon	false	false	0	3	1	8	15	high	Skeleton		10% drop from Skeleton
TrophyDraugr	Draugr trophy	trophy	true	2	Black Forest	drop		0		0	0	uncommon	false	false	0	3	1	12	15	high	Draugr		Drop from Draugr
TrophyAbomination	Abomination trophy	trophy	true	2	Black Forest	drop		0		0	0	uncommon	false	false	0	3	1		15	high	Abomination		Uncommon drop from Black Forest creature
TrophyBjorn	Bear trophy	trophy	true	2	Black Forest	drop		0		0	0	uncommon	false	false	0	3	1		15	high	Bear		10% drop from Bear
TrophyBlob	Blob trophy	trophy	true	2	Black Forest	drop		0		0	0	uncommon	false	false	0	3	1		15	high	Blob		Drop from Blob
TrophyDraugrFem	Draugr trophy	trophy	true	2	Black Forest	drop		0		0	0	uncommon	false	false	0	3	1		15	high	Draugr		Female variant of Draugr
TrophyGreydwarfBrute	Greydwarf Brute trophy	trophy	true	2	Black Forest	drop		0		0	0	uncommon	false	false	0	3	1		15	high	Greydwarf Brute		10% drop from Greydwarf Brute
TrophyGreydwarfShaman	Greydwarf Shaman trophy	trophy	true	2	Black Forest	drop		0		0	0	uncommon	false	false	0	3	1		15	high	Greydwarf Shaman		10% drop from Greydwarf Shaman
TrophySkeletonHildir	Skeleton trophy	trophy	true	2	Black Forest	drop		0		0	0	uncommon	false	false	0	3	1		15	high	Skeleton		Hildir variant of Skeleton trophy
TrophyTheElder	The Elder trophy	trophy	true	2	Black Forest	boss_drop		0		0	0	na	true	true	0	5	1		120	high	The Elder		Boss trophy, guaranteed drop
TrophyDraugrElite	Draugr Elite trophy	trophy	true	3	Swamp	drop		0		0	0	uncommon	false	false	0	3	1		25	high	Draugr Elite		10% drop from Draugr Elite
TrophyGhost	Ghost trophy	trophy	true	3	Swamp	drop		0		0	0	uncommon	false	false	0	3	1		25	high	Ghost		Drop from Ghost
TrophyKvastur	Kvastur trophy	trophy	true	3	Swamp	drop		0		0	0	uncommon	false	false	0	3	1		25	high	Kvastur		Drop from Kvastur, Bog Witch hut
TrophyLeech	Leech trophy	trophy	true	3	Swamp	drop		0		0	0	uncommon	false	false	0	3	1		25	high	Leech		10% drop from Leech
TrophySkeletonPoison	Skeleton trophy	trophy	true	3	Swamp	drop		0		0	0	uncommon	false	false	0	3	1		25	high	Skeleton		Poison variant in Swamp
TrophyWraith	Wraith trophy	trophy	true	3	Swamp	drop		0		0	0	uncommon	false	false	0	3	1		25	high	Wraith		Drop from Wraith
TrophySerpent	Serpent trophy	trophy	true	3	Ocean	drop		0		0	0	rare	false	false	0	4	1		50	high	Serpent		Drop from Serpent in ocean
TrophyBonemass	Bonemass trophy	trophy	true	3	Swamp	boss_drop		0		0	0	na	true	true	0	5	1		180	high	Bonemass		Boss trophy, guaranteed drop
TrophyWolf	Wolf trophy	trophy	true	4	Mountain	drop		0		0	0	uncommon	false	false	0	3	1	15	25	high	Wolf		Drop from Wolf
TrophyCultist	Cultist trophy	trophy	true	4	Ashlands	drop		0		0	0	uncommon	false	false	0	3	1		40	high	Cultist		Drop from Cultist (Hildir content)
TrophyFenring	Fenring trophy	trophy	true	4	Mountain	drop		0		0	0	uncommon	false	false	0	3	1		25	high	Fenring		Drop from Fenring
TrophyForestTroll	Troll trophy	trophy	true	4	Mountain	drop		0		0	0	uncommon	false	false	0	3	1		25	high	Troll		Drop from Forest Troll variant
TrophyFrostTroll	Troll trophy	trophy	true	4	Mountain	drop		0		0	0	uncommon	false	false	0	3	1		25	high	Troll		Drop from Frost Troll variant
TrophySGolem	Stone Golem trophy	trophy	true	4	Mountain	drop		0		0	0	uncommon	false	false	0	3	1		25	high	Stone Golem		Drop from Stone Golem
TrophyUlv	Ulv trophy	trophy	true	4	Ashlands	drop		0		0	0	uncommon	false	false	0	3	1		40	high	Ulv		Drop from Ulv
TrophyGoblin	Fuling trophy	trophy	true	5	Plains	drop		0		0	0	uncommon	false	false	0	3	1	15	30	high	Fuling		10% drop from Fuling
TrophyDeathsquito	Deathsquito trophy	trophy	true	5	Plains	drop		0		0	0	uncommon	false	false	0	3	1		30	high	Deathsquito		Drop from Deathsquito
TrophyGoblinBruteBrosBrute	Fuling Berserker trophy	trophy	true	5	Plains	drop		0		0	0	uncommon	false	false	0	3	1		30	high	Fuling Berserker		Variant of Fuling Berserker
TrophyGoblinBruteBrosShaman	Fuling Shaman trophy	trophy	true	5	Plains	drop		0		0	0	uncommon	false	false	0	3	1		30	high	Fuling Shaman		Variant of Fuling Shaman
TrophyGoblinKing	Fuling trophy	trophy	true	5	Plains	drop		0		0	0	uncommon	false	false	0	3	1		30	medium	Fuling		Trophy from Fuling King or high-star Fuling
TrophyGoblinShaman	Fuling Shaman trophy	trophy	true	5	Plains	drop		0		0	0	uncommon	false	false	0	3	1		30	high	Fuling Shaman		Drop from Fuling Shaman
TrophyGrowth	Growth trophy	trophy	true	5	Plains	drop		0		0	0	uncommon	false	false	0	3	1		30	high	Growth		Drop from Growth in Plains tar pits
TrophyLox	Lox trophy	trophy	true	5	Plains	drop		0		0	0	uncommon	false	false	0	3	1		30	high	Lox		Drop from Lox
TrophyGoblinBrute	Fuling Berserker trophy	trophy	true	5	Plains	drop		0		0	0	rare	false	false	0	4	1		30	high	Fuling Berserker		5% drop from Fuling Berserker
TrophyHatchling	Hatchling trophy	trophy	true	6	Mistlands	drop		0		0	0	uncommon	false	false	0	3	1		35	high	Hive		Drop from Hatchling
TrophySeeker	Seeker trophy	trophy	true	6	Mistlands	drop		0		0	0	uncommon	false	false	0	3	1		35	high	Seeker		10% drop from Seeker
TrophyDvergr	Dvergr trophy	trophy	true	6	Mistlands	drop		0		0	0	rare	false	false	0	4	1		35	high	Dvergr Rogue		5% drop from Dvergr variants
TrophyGjall	Gjall trophy	trophy	true	6	Mistlands	drop		0		0	0	rare	false	false	0	4	1		50	high	Gjall		30% drop from Gjall
TrophyHare	Hare trophy	trophy	true	6	Mistlands	drop		0		0	0	rare	false	false	0	4	1		35	high	Hare		5% drop from Hare
TrophySeekerBrute	Seeker Soldier trophy	trophy	true	6	Mistlands	drop		0		0	0	rare	false	false	0	4	1		35	high	Seeker Soldier		5% drop from Seeker Soldier
TrophyTick	Tick trophy	trophy	true	6	Mistlands	drop		0		0	0	rare	false	false	0	4	1		35	high	Tick		5% drop from Tick
TrophyDragonQueen	The Queen trophy	trophy	true	6	Mistlands	boss_drop		0		0	0	na	true	true	0	5	1		200	high	The Queen		Boss trophy, guaranteed drop
TrophyAsksvin	Asksvin trophy	trophy	true	7	Ashlands	drop		0		0	0	uncommon	false	false	0	3	1		45	high	Asksvin		Drop from Asksvin creature
TrophyBonemawSerpent	Bonemaw trophy	trophy	true	7	Ashlands	drop		0		0	0	uncommon	false	false	0	3	1		60	high	Bonemaw		33% drop from Bonemaw Serpent
TrophyCultist_Hildir	Cultist trophy	trophy	true	7	Ashlands	drop		0		0	0	uncommon	false	false	0	3	1		40	high	Cultist		Hildir variant of Cultist trophy
