prefab	name	family	player_item	tier	biome	source	station	station_level	ingredients	drop_rate	boss_gated	limited	trader_price	rarity	complexity	value	class	how	anchor	confidence	wiki_page	exclude_reason	note
ArmorMageLegs_Ashlands	Robes of Embla	armor	true	7	Ashlands	craft	Galdr table	2	Linen thread x20, Refined eitr x20, Asksvin hide x10, Flametal x5	na	false	false	0	4	5	600	rare	cost		high	Embla Set		Mage legs armor for Ashlands, requires Flametal
CapeAsh	Ashen cape	armor	true	7	Ashlands	craft	Black forge	3	Asksvin hide x6, Morgen sinew x2, Flametal x5	na	false	false	0	3	5	332	rare	cost		high	Ashen Cape		Combat-focused Ashlands cape, Black forge level 3
CapeAsksvin	Asksvin cloak	armor	true	7	Ashlands	craft	Galdr table	2	Asksvin hide x6, Morgen sinew x2	na	false	false	0	3	5	88	rare	cost		high	Asksvin Cloak		Ashlands cape with Wind Run effect, Galdr table
HelmetAshlandsMediumHood	Hood of Ask	armor	true	7	Mistlands	craft	Black forge	3	Linen thread x15, Lox pelt x4, Asksvin hide x10	na	false	false	0	2	4	137	rare	cost		high	Ask Set		Black forge tier, Mistlands gear, 3 ingredient types
HelmetFlametal	Flametal Helmet	armor	true	7	Ashlands	craft	Black forge	3	Flametal x16, Asksvin hide x3, Charred bone x2, Refined eitr x4	na	false	false	0	2	5	600	rare	cost		high	Flametal Armor		Ashlands endgame, Flametal + Refined eitr
HelmetMage_Ashlands	Hood of Embla	armor	true	7	Ashlands	craft	Galdr table	2	Linen thread x16, Refined eitr x15, Asksvin hide x2	na	false	false	0	2	4	332	rare	cost		high	Embla Set		Ashlands Galdr table, 15x Refined eitr
CapeTest	CAPE TEST	armor	false	0	Any	dev		0	n/a	na	false	false	0	0	0	2	common	raw		high	CAPE TEST	test asset	Console-only test item
Charred_Breastplate	Charred_Breastplate	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
Charred_Helmet	Charred_Helmet	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
Charred_HipCloth	Charred_HipCloth	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
Charred_MageCloths	Charred_MageCloths	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
DvergerHairFemale	DvergerHairFemale	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only wear	monster-only wear
DvergerHairFemale_Redhair	DvergerHairFemale_Redhair	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only wear	monster-only wear
DvergerHairMale	DvergerHairMale	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only wear	monster-only wear
DvergerHairMale_Redbeard	DvergerHairMale_Redbeard	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only wear	monster-only wear
DvergerSuitArbalest	DvergerSuitArbalest	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
DvergerSuitArbalest_Ashlands	DvergerSuitArbalest_Ashlands	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
DvergerSuitFire	DvergerSuitFire	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
DvergerSuitIce	DvergerSuitIce	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
DvergerSuitSupport	DvergerSuitSupport	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
GoblinArmband	GoblinArmband	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
GoblinBrute_ArmGuard	GoblinBrute_ArmGuard	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
GoblinBrute_Backbones	GoblinBrute_Backbones	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
GoblinBrute_ExecutionerCap	GoblinBrute_ExecutionerCap	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
GoblinBrute_HipCloth	GoblinBrute_HipCloth	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
GoblinBrute_ShoulderGuard	GoblinBrute_ShoulderGuard	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
GoblinHelmet	GoblinHelmet	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
GoblinLegband	GoblinLegband	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
GoblinLoin	GoblinLoin	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
GoblinShaman_Headdress_antlers	GoblinShaman_Headdress_antlers	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
GoblinShaman_Headdress_feathers	GoblinShaman_Headdress_feathers	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
GoblinShoulders	GoblinShoulders	armor	false	0	Any	dev		0		na	false	false	0	0	0	2	common	raw		high	none	monster-only armor	monster-only armor
StoneGolem_clubs	Stone Golem Club	armor	false	4	Mountains	drop		0		na	true	false	0	0	0	4	common	raw		high	Stone Golem	monster-only weapon	Monster equipment, not obtainable by players
StoneGolem_hat	Stone Golem Hat	armor	false	4	Mountains	drop		0		na	true	false	0	0	0	4	common	raw		high	Stone Golem	monster-only wear	Monster equipment, not obtainable by players
ArrowFlint	Flinthead arrow	gear	true	0	Meadows	craft	Workbench	2		na	false	false	0	1	1	2	common	raw		high	ArrowFlint		
ArrowWood	Wood arrow	gear	true	0	Meadows	craft	Workbench	1		na	false	false	0	1	1	2	common	raw		high	ArrowWood		
Bell	Bell	gear	true	0	Meadows	gather		0		na	false	false	0	1	1	2	common	raw		high	Bell		
Fish1	Fish	gear	true	0	Ocean	fish		0		na	false	false	0	1	1	2	common	raw		high	Fish1		
Fish10	Fish	gear	true	0	Ocean	fish		0		na	false	false	0	1	1	2	common	raw		high	Fish10		
Fish11	Fish	gear	true	0	Ocean	fish		0		na	false	false	0	1	1	2	common	raw		high	Fish11		
Fish12	Fish	gear	true	0	Ocean	fish		0		na	false	false	0	1	1	2	common	raw		high	Fish12		
Fish2	Fish	gear	true	0	Ocean	fish		0		na	false	false	0	1	1	2	common	raw		high	Fish2		
Fish3	Fish	gear	true	0	Ocean	fish		0		na	false	false	0	1	1	2	common	raw		high	Fish3		
Fish5	Fish	gear	true	0	Ocean	fish		0		na	false	false	0	1	1	2	common	raw		high	Fish5		
Fish6	Fish	gear	true	0	Ocean	fish		0		na	false	false	0	1	1	2	common	raw		high	Fish6		
Fish7	Fish	gear	true	0	Ocean	fish		0		na	false	false	0	1	1	2	common	raw		high	Fish7		
Fish8	Fish	gear	true	0	Ocean	fish		0		na	false	false	0	1	1	2	common	raw		high	Fish8		
Fish9	Fish	gear	true	0	Ocean	fish		0		na	false	false	0	1	1	2	common	raw		high	Fish9		
FishingBait	Fishing bait	gear	true	0		craft		0		na	false	false	0	1	1	2	common	raw		high	FishingBait		
Torch	Torch	gear	true	0	Meadows	craft		0	Wood x1, Resin x1	na	false	false	0	1	2	2	common	cost		high	Torch		Light source and weapon; craftable from start without station
TurretBoltBone	Bone missile	gear	true	0	Meadows	craft	Artisan table	1	Wood x10, Bone fragments x1	na	false	false	0	1	2	2	common	cost		low	none		Ballista ammunition variant; inferred from pattern
Feaster	Feaster	gear	true	0	Meadows	craft		0		na	false	false	0	2	2	6	common	score		high	Feaster		
Hammer	Hammer	gear	true	0	Meadows	craft		0	Wood x3, Stone x2	na	false	false	0	2	2	6	common	cost		high	Hammer		Building tool, craftable from start without station
Hoe	Hoe	gear	true	0	Meadows	craft	Workbench	1	Wood x5, Stone x2	na	false	false	0	2	2	8	common	cost		high	Hoe		Farming tool, craftable at workbench
BarrelRings	Barrel rings	gear	true	1	Meadows	gather		0		na	false	false	0	1	1	2	common	raw		high	BarrelRings		
BoltBone	Bone bolt	gear	true	1	Meadows	craft	Black forge	1		na	false	false	0	1	1	2	common	raw		high	BoltBone		
ChickenEgg	Chicken egg	gear	true	1	Meadows	gather		0		na	false	false	1500	2	1	6	common	hand		high	ChickenEgg		
CryptKey	Crypt key	gear	true	1	Meadows	gather		0		na	false	true	0	2	1	3	common	raw		high	CryptKey		
Sparkler	Sparkler	gear	true	1	Meadows	trader		0		na	false	false	150	2	1	38	rare	trader		high	Sparkler		Purchased from Hildir for 150 coins; decorative torch
AncientSeed	Ancient seed	gear	true	1	Meadows	drop		0		na	true	false	0	3	1	6	rare	raw		high	AncientSeed		
chest_hildir1	Hildir chest 1	gear	true	1	Meadows	trader		0		na	false	true	150	3	1	38	rare	trader		high	chest_hildir1		
Cultivator	Cultivator	gear	true	1	Meadows	craft	Forge	1	RoundLog x5, Bronze x5	na	false	false	0	2	2	103	rare	cost		high	Cultivator		
Fish4_cave	Fish	gear	true	2	Black Forest	fish		0		na	false	false	0	2	1	4	common	raw		high	Fish4_cave		
FishingBaitCave	Fishing bait cave	gear	true	2	Black Forest	gather		0		na	false	false	0	2	1	4	common	raw		high	FishingBaitCave		
FishingBaitForest	Fishing bait forest	gear	true	2	Black Forest	gather		0		na	false	false	0	2	1	4	common	raw		high	FishingBaitForest		
TurretBoltWood	Wooden missile	gear	true	2	Black Forest	craft	Artisan table	1	Corewood x5, Feathers x2	na	false	false	0	1	2	2	common	cost		high	Wooden Missile		Ballista ammunition; craftable at Artisan table in stacks of 20
ArrowBronze	Bronzehead arrow	gear	true	2	Black Forest	craft	Forge	1	Wood x8, Bronze x1, Feathers x2	na	false	false	0	2	2	2	common	cost		high	ArrowBronze		
HildirKey_forestcrypt	Smouldering Tombs key	gear	true	2	Black Forest	quest		0		na	false	false	0	3	1	10	rare	raw		medium	Hildir		Quest item from Hildir; unlocks Smouldering Tombs dungeon in Black Forest
TrinketBronzeHealth	Heart of the Forest	gear	true	2	Black Forest	craft	Forge	1	Bronze x5, Ancient seed x5, Greydwarf Shaman trophy x1	na	false	false	0	2	3	58	rare	cost		high	Heart of the Forest		Black Forest-tier trinket; first available trinket in game
TrinketBronzeStamina	Bronze Pendant	gear	true	2	Black Forest	craft	Forge	1	Bronze x5, Bear trophy x1, Ruby x3	na	false	false	0	2	3	80	rare	cost		high	Bronze Pendant		Black Forest-tier trinket
ArrowIron	Ironhead arrow	gear	true	3	Swamp	craft	Forge	2		na	false	false	0	2	2	2	common	anchor	2	high	ArrowIron		
BoltIron	Iron bolt	gear	true	3	Swamp	craft	Black forge	1		na	false	false	0	2	2	3	common	anchor	3	high	BoltIron		
FishingBaitOcean	Fishing bait ocean	gear	true	3	Ocean	gather		0		na	false	false	0	1	1	3	common	raw		high	FishingBaitOcean		
chest_hildir2	Hildir chest 2	gear	true	3	Swamp	trader		0		na	false	true	300	3	1	75	rare	trader		high	chest_hildir2		
ArrowFire	Fire arrow	gear	true	3	Swamp	craft	Workbench	2	Wood x8, Resin x8, Feathers x2	na	false	false	0	2	2	2	common	cost		high	ArrowFire		
ArrowPoison	Poison arrow	gear	true	3	Swamp	craft	Workbench	3	Wood x8, Obsidian x4, Feathers x2, Ooze x2	na	false	false	0	2	2	2	common	cost		high	ArrowPoison		
FishingBaitSwamp	Fishing bait	gear	true	3	Swamp	craft	Food preparation table	1	Fishing bait x20, Abomination trophy x1	na	false	false	0	2	2	57	rare	cost		medium	Fishing		Purchased from Haldor for 10 coins per unit; specialized bait for Swamp fishing
TrinketChitinSwim	Fins of Destiny	gear	true	3	Ocean	craft	Forge	1	Chitin x5, Serpent scale x5, Serpent trophy x1	na	true	false	0	2	3	39	rare	cost		high	Fins of Destiny		Ocean-tier trinket; requires Serpent trophy
TrinketIronHealth	Iron Brooch	gear	true	3	Swamp	craft	Forge	1	Iron x5, Ancient bark x5, Leech trophy x1	na	false	false	0	2	3	72	rare	cost		high	Iron Brooch		Swamp-tier trinket
TrinketIronStamina	Nimble Anklet	gear	true	3	Swamp	craft	Forge	1	Iron x5, Withered bone x5, Surtling trophy x1	na	false	false	0	2	3	86	rare	cost		high	Nimble Anklet		Swamp-tier trinket
Wishbone	Wishbone	gear	true	3	Swamp	boss_drop		0		na	true	true	0	5	1	800	ultra	ultra		high	Wishbone		Boss drop from Bonemass; essential for finding secrets and treasure
ArrowFrost	Frosthead arrow	gear	true	4	Mountains	craft	Workbench	4		na	false	false	0	2	2	3	common	anchor	3	high	ArrowFrost		
HildirKey_mountaincave	Howling Caverns key	gear	true	4	Mountains	quest		0		na	false	false	0	3	1	13	rare	raw		medium	Hildir		Quest item from Hildir; unlocks Howling Caverns dungeon in Mountains
ScytheHandle	Scythe handle	gear	true	4	Mountains	trader		0		na	true	false	200	3	1	50	rare	trader		high	Scythe Handle		Purchased from Bog Witch for 200 coins (requires Moder defeat); used to craft Scythe
ArrowNeedle	Needle arrow	gear	true	4	Mountains	craft	Workbench	4	Needle x4, Feathers x2	na	false	false	0	2	2	2	common	cost		high	ArrowNeedle		
ArrowSilver	Silverhead arrow	gear	true	4	Mountains	craft	Forge	3	Wood x8, Silver x1, Feathers x2	na	false	false	0	3	2	3	rare	cost		high	ArrowSilver		
DragonEgg	Dragon egg	gear	true	4	Mountains	drop		0		na	true	true	0	5	1	800	ultra	ultra		high	DragonEgg		
DragonTear	Dragon tear	gear	true	4	Mountains	boss_drop		0		na	true	false	0	4	1	23	rare	raw		high	DragonTear		
TrinketSilverDamage	Wolf Sight	gear	true	4	Mountains	craft	Forge	1	Silver x5, Wolf fang x5, Fenring trophy x1	na	false	false	0	2	3	104	rare	cost		high	Wolf Sight		Mountain-tier trinket
TrinketSilverResist	Crystal Heart	gear	true	4	Mountains	craft	Forge	1	Silver x5, Crystal x5, Stone Golem trophy x1	na	false	false	0	2	3	109	rare	cost		high	Crystal Heart		Mountain-tier trinket
BeltStrength	Megingjord	gear	true	4	Mountains	trader		0		na	true	true	950	5	1	800	ultra	ultra		high	BeltStrength		
TurretBolt	Black metal missile	gear	true	5	Plains	craft	Artisan table	1	Wood x10, Black metal x1	na	false	false	0	1	2	4	common	cost		high	Black Metal Missile		Ballista ammunition; craftable at Artisan table in stacks of 20
BarberKit	Barber kit	gear	true	5	Plains	trader		0		na	false	false	600	3	1	150	rare	trader		high	BarberKit		
chest_hildir3	Hildir chest 3	gear	true	5	Plains	trader		0		na	false	true	450	3	1	113	rare	trader		high	chest_hildir3		
GoblinTotem	Fuling totem	gear	true	5	Plains	gather		0		uncommon	false	false	0	3	1	14	rare	raw		high	Fuling totem		50% in Fuling villages, 10% drop from Fuling Berserker, 2.8% from chests; 5 needed to summon Yagluth
HildirKey_plainsfortress	Sealed Tower key	gear	true	5	Plains	quest		0		na	false	false	0	3	1	14	rare	raw		medium	Hildir		Quest item from Hildir; unlocks Sealed Tower dungeon in Plains
ArrowCharred	Charred arrow	gear	true	5	Plains	craft	Black forge	1	Blackwood x8, CharredBone x2, Feathers x2	na	false	false	0	2	2	3	common	cost		high	ArrowCharred		
ArrowObsidian	Obsidian arrow	gear	true	5	Plains	craft	Workbench	3	Wood x8, Obsidian x4, Feathers x2	na	false	false	0	2	2	2	common	cost		high	ArrowObsidian		
BarleyFlour	Barley flour	gear	true	5	Plains	cook		0	Barley x1	na	false	false	0	2	2	3	common	cost		high	BarleyFlour		
BoltBlackmetal	Black metal bolt	gear	true	5	Plains	craft	Black forge	2	Wood x8, BlackMetal x2, Feathers x2	na	false	false	0	2	2	8	common	cost		high	BoltBlackmetal		
BoltCharred	Charred bolt	gear	true	5	Plains	craft	Black forge	1	Blackwood x8, CharredBone x2, Feathers x2	na	false	false	0	2	2	3	common	cost		high	BoltCharred		
FishingBaitPlains	Fishing bait	gear	true	5	Plains	craft	Food preparation table	1	Fishing bait x20, Fuling trophy x1	na	false	false	0	2	2	63	rare	cost		medium	Fishing		Purchased from Haldor for 10 coins per unit; specialized bait for Plains fishing
SaddleLox	Lox Saddle	gear	true	5	Plains	craft	Workbench	1	Leather scraps x10, Linen thread x20, Black metal x15	na	false	false	0	2	3	360	rare	cost		high	Lox Saddle		Mount equipment for Lox; requires Black metal and Linen thread
TrinketBlackDamageHealth	Bracelets of the Brave	gear	true	5	Plains	craft	Forge	1	Black metal x5, Lox pelt x5, Lox trophy x1	na	true	false	0	2	3	142	rare	cost		high	Bracelets of the Brave		Plains-tier trinket; requires Lox trophy (need to defeat Lox)
TrinketBlackStamina	Evasion Mantle	gear	true	5	Plains	craft	Forge	1	Black metal x5, Fuling berserker trophy x1, Linen thread x10	na	true	false	0	2	3	161	rare	cost		high	Evasion Mantle		Plains-tier trinket; requires Fuling Berserker trophy
YagluthDrop	Torn spirit	gear	true	5	Plains	boss_drop		0		na	true	true	0	5	1	800	ultra	ultra		high	Torn Spirit		Boss drop from Yagluth (3 dropped); used in building
DvergrKey	Dverger key	gear	true	6	Mistlands	gather		0		na	false	true	0	2	1	7	common	raw		high	DvergrKey		
FishingBaitMistlands	Fishing bait mistlands	gear	true	6	Mistlands	gather		0		na	false	false	0	2	1	7	common	raw		high	FishingBaitMistlands		
DvergerArbalest	Dverger arbalest	gear	true	6	Mistlands	drop		0		na	false	false	0	3	1	16	rare	raw		high	DvergerArbalest		
DvergerStaffFire	Dverger staff fire	gear	true	6	Mistlands	drop		0		na	false	false	0	3	1	16	rare	raw		high	DvergerStaffFire		
DvergerStaffHeal	Dverger staff heal	gear	true	6	Mistlands	drop		0		na	false	false	0	3	1	16	rare	raw		high	DvergerStaffHeal		
DvergerStaffIce	Dverger staff ice	gear	true	6	Mistlands	drop		0		na	false	false	0	3	1	16	rare	raw		high	DvergerStaffIce		
DvergerStaffSupport	Dverger staff support	gear	true	6	Mistlands	drop		0		na	false	false	0	3	1	16	rare	raw		high	DvergerStaffSupport		
TorchMist	Mistlands Torch	gear	true	6	Mistlands	craft	Workbench	1	Corewood x1, Sealing Wax x1	na	false	false	0	2	2	20	common	score		low	Torch		Mistlands-tier torch variant
ArrowCarapace	Carapace arrow	gear	true	6	Mistlands	craft	Black forge	1	Wood x8, Carapace x4, Feathers x2	na	false	false	0	2	3	3	common	cost		high	ArrowCarapace		
BoltCarapace	Carapace bolt	gear	true	6	Mistlands	craft	Black forge	1	Wood x8, Carapace x4, Feathers x2	na	false	false	0	2	3	3	common	cost		high	BoltCarapace		
Lantern	Dvergr Lantern	gear	true	6	Mistlands	craft	Black forge	2	Bronze x2, Surtling core x1, Crystal x1	na	false	false	0	2	3	31	rare	cost		high	Dvergr Lantern		Light source tool; craftable at Black forge in Mistlands
TrinketCarapaceEitr	Pulsating Earrings	gear	true	6	Mistlands	craft	Black forge	2	Carapace x5, Refined eitr x5, Gjall trophy x1	na	true	false	0	2	4	145	rare	cost		high	Pulsating Earrings		Mistlands-tier trinket; requires Gjall boss trophy and refined eitr
TrinketScaleStaminaDamage	Resounding Shackle	gear	true	6	Mistlands	craft	Black forge	2	Refined eitr x5, Scale hide x5, Mandible x1, Seeker trophy x1	na	true	false	0	2	4	135	rare	cost		high	Resounding Shackle		Mistlands-tier trinket; requires Seeker trophy and refined eitr
Demister	Demister	gear	true	6	Mistlands	craft	Workbench	1		na	false	false	0	3	4	244	rare	score		high	Demister		
FishingBaitAshlands	Fishing bait ashlands	gear	true	7	Ashlands	gather		0		na	false	false	0	2	1	10	common	raw		high	FishingBaitAshlands		
VoltureEgg	Volture egg	gear	true	7	Ashlands	gather		0		common	false	false	0	2	1	10	common	raw		high	Volture egg		Found in Volture nests in Ashlands; used for cooking
AsksvinEgg	Asksvin egg	gear	true	7	Ashlands	drop		0		na	false	false	0	3	1	25	rare	raw		high	AsksvinEgg		
TurretBoltFlametal	Flametal missile	gear	true	7	Ashlands	craft	Artisan table	1	Ashwood x10, Flametal x1	na	false	false	0	2	2	9	common	cost		high	Flametal Missile		Ballista ammunition; craftable at Artisan table in stacks of 20
SaddleAsksvin	Asksvin Saddle	gear	true	7	Ashlands	craft	Black forge	2	Flametal x6, Linen thread x20, Morgen sinew x4	na	false	false	0	2	4	377	rare	cost		high	Asksvin Saddle		Mount equipment for Asksvin; requires multiple refined materials
TrinketFlametalEitr	Jörmundling	gear	true	7	Ashlands	craft	Black forge	2	Flametal x5, Refined eitr x5, Bloodstone x1, Fallen Valkyrie trophy x1	na	true	false	0	2	5	395	rare	cost		high	Jörmundling		Ashlands-tier trinket; requires Fallen Valkyrie trophy and refined materials
TrinketFlametalStaminaHealth	Brimstone	gear	true	7	Ashlands	craft	Black forge	2	Flametal x5, Sulfur x5, Molten core x1, Morgen trophy x1	na	true	false	0	2	4	273	rare	cost		high	Brimstone		Ashlands-tier trinket; requires Morgen trophy
FishingBaitDeepNorth	Fishing bait deep north	gear	true	8	Deep North	gather		0		na	false	false	0	2	1	14	common	raw		high	FishingBaitDeepNorth		
draugr_arrow	Ironhead arrow	gear	false	0		dev		0		na	false	false	0	1	1	2	common	raw		high	draugr_arrow	Monster projectile	
GoblinBrute_LegBones	Leg bones	gear	false	0		drop		0		na	false	false	0	0	0	2	common	raw		high	none	Monster-only item; not obtainable by players	Goblin Brute monster equipment; cannot be traded meaningfully
GoblinShaman_Staff_Feathers	Club	gear	false	0		drop		0		na	false	false	0	0	0	2	common	raw		high	none	Monster-only weapon; not obtainable by players	Goblin Shaman monster weapon; cannot be traded meaningfully
GoblinShaman_Staff_Hildir	Club	gear	false	0		drop		0		na	false	false	0	0	0	2	common	raw		high	none	Monster-only weapon; not obtainable by players	Goblin Shaman monster weapon; cannot be traded meaningfully
TrophyNeck	Neck trophy	trophy	true	1	Meadows	drop		0		rare	false	false	0	4	1	6	rare	anchor	6	high	Neck		5% drop from Neck
TrophyBoar	Boar trophy	trophy	true	1	Meadows	drop		0		uncommon	false	false	0	3	1	8	rare	anchor	8	high	Boar		15% drop from Boar
TrophyDeer	Deer trophy	trophy	true	1	Meadows	drop		0		rare	false	false	0	4	1	8	rare	anchor	8	high	Deer		50% drop from Deer
TrophyEikthyr	Eikthyr trophy	trophy	true	1	Meadows	boss_drop		0		na	true	true	0	5	1	800	ultra	ultra		high	Eikthyr		Boss trophy, guaranteed drop
TrophyGreydwarf	Greydwarf trophy	trophy	true	2	Black Forest	drop		0		rare	false	false	0	4	1	8	rare	anchor	8	high	Greydwarf		5% drop from Greydwarf
TrophySkeleton	Skeleton trophy	trophy	true	2	Black Forest	drop		0		uncommon	false	false	0	3	1	8	rare	anchor	8	high	Skeleton		10% drop from Skeleton
TrophyDraugr	Draugr trophy	trophy	true	2	Black Forest	drop		0		uncommon	false	false	0	3	1	12	rare	anchor	12	high	Draugr		Drop from Draugr
TrophyAbomination	Abomination trophy	trophy	true	2	Black Forest	drop		0		uncommon	false	false	0	3	1	10	rare	raw		high	Abomination		Uncommon drop from Black Forest creature
TrophyBjorn	Bear trophy	trophy	true	2	Black Forest	drop		0		uncommon	false	false	0	3	1	10	rare	raw		high	Bear		10% drop from Bear
TrophyBlob	Blob trophy	trophy	true	2	Black Forest	drop		0		uncommon	false	false	0	3	1	10	rare	raw		high	Blob		Drop from Blob
TrophyDraugrFem	Draugr trophy	trophy	true	2	Black Forest	drop		0		uncommon	false	false	0	3	1	10	rare	raw		high	Draugr		Female variant of Draugr
TrophyGreydwarfBrute	Greydwarf Brute trophy	trophy	true	2	Black Forest	drop		0		uncommon	false	false	0	3	1	10	rare	raw		high	Greydwarf Brute		10% drop from Greydwarf Brute
TrophyGreydwarfShaman	Greydwarf Shaman trophy	trophy	true	2	Black Forest	drop		0		uncommon	false	false	0	3	1	10	rare	raw		high	Greydwarf Shaman		10% drop from Greydwarf Shaman
TrophySkeletonHildir	Skeleton trophy	trophy	true	2	Black Forest	drop		0		uncommon	false	false	0	3	1	10	rare	raw		high	Skeleton		Hildir variant of Skeleton trophy
TrophyTheElder	The Elder trophy	trophy	true	2	Black Forest	boss_drop		0		na	true	true	0	5	1	800	ultra	ultra		high	The Elder		Boss trophy, guaranteed drop
TrophyDraugrElite	Draugr Elite trophy	trophy	true	3	Swamp	drop		0		uncommon	false	false	0	3	1	11	rare	raw		high	Draugr Elite		10% drop from Draugr Elite
TrophyGhost	Ghost trophy	trophy	true	3	Swamp	drop		0		uncommon	false	false	0	3	1	11	rare	raw		high	Ghost		Drop from Ghost
TrophyKvastur	Kvastur trophy	trophy	true	3	Swamp	drop		0		uncommon	false	false	0	3	1	11	rare	raw		high	Kvastur		Drop from Kvastur, Bog Witch hut
TrophyLeech	Leech trophy	trophy	true	3	Swamp	drop		0		uncommon	false	false	0	3	1	11	rare	raw		high	Leech		10% drop from Leech
TrophySkeletonPoison	Skeleton trophy	trophy	true	3	Swamp	drop		0		uncommon	false	false	0	3	1	11	rare	raw		high	Skeleton		Poison variant in Swamp
TrophyWraith	Wraith trophy	trophy	true	3	Swamp	drop		0		uncommon	false	false	0	3	1	11	rare	raw		high	Wraith		Drop from Wraith
TrophySerpent	Serpent trophy	trophy	true	3	Ocean	drop		0		rare	false	false	0	4	1	20	rare	raw		high	Serpent		Drop from Serpent in ocean
TrophyBonemass	Bonemass trophy	trophy	true	3	Swamp	boss_drop		0		na	true	true	0	5	1	800	ultra	ultra		high	Bonemass		Boss trophy, guaranteed drop
TrophyWolf	Wolf trophy	trophy	true	4	Mountain	drop		0		uncommon	false	false	0	3	1	15	rare	anchor	15	high	Wolf		Drop from Wolf
TrophyCultist	Cultist trophy	trophy	true	4	Ashlands	drop		0		uncommon	false	false	0	3	1	13	rare	raw		high	Cultist		Drop from Cultist (Hildir content)
TrophyFenring	Fenring trophy	trophy	true	4	Mountain	drop		0		uncommon	false	false	0	3	1	13	rare	raw		high	Fenring		Drop from Fenring
TrophyForestTroll	Troll trophy	trophy	true	4	Mountain	drop		0		uncommon	false	false	0	3	1	13	rare	raw		high	Troll		Drop from Forest Troll variant
TrophyFrostTroll	Troll trophy	trophy	true	4	Mountain	drop		0		uncommon	false	false	0	3	1	13	rare	raw		high	Troll		Drop from Frost Troll variant
TrophySGolem	Stone Golem trophy	trophy	true	4	Mountain	drop		0		uncommon	false	false	0	3	1	13	rare	raw		high	Stone Golem		Drop from Stone Golem
TrophyUlv	Ulv trophy	trophy	true	4	Ashlands	drop		0		uncommon	false	false	0	3	1	13	rare	raw		high	Ulv		Drop from Ulv
TrophyGoblin	Fuling trophy	trophy	true	5	Plains	drop		0		uncommon	false	false	0	3	1	15	rare	anchor	15	high	Fuling		10% drop from Fuling
TrophyDeathsquito	Deathsquito trophy	trophy	true	5	Plains	drop		0		uncommon	false	false	0	3	1	14	rare	raw		high	Deathsquito		Drop from Deathsquito
TrophyGoblinBruteBrosBrute	Fuling Berserker trophy	trophy	true	5	Plains	drop		0		uncommon	false	false	0	3	1	14	rare	raw		high	Fuling Berserker		Variant of Fuling Berserker
TrophyGoblinBruteBrosShaman	Fuling Shaman trophy	trophy	true	5	Plains	drop		0		uncommon	false	false	0	3	1	14	rare	raw		high	Fuling Shaman		Variant of Fuling Shaman
TrophyGoblinKing	Fuling trophy	trophy	true	5	Plains	drop		0		uncommon	true	true	0	5	1	800	ultra	ultra		medium	Fuling		Trophy from Fuling King or high-star Fuling
TrophyGoblinShaman	Fuling Shaman trophy	trophy	true	5	Plains	drop		0		uncommon	false	false	0	3	1	14	rare	raw		high	Fuling Shaman		Drop from Fuling Shaman
